year,country_code,country,spi_score
2016,,High income,72.96
2016,,Low income,46.24
2016,,Lower middle income,51.29
2016,,Upper middle income,58.23
2017,,High income,74.3
2017,,Low income,46.69
2017,,Lower middle income,54.42
2017,,Upper middle income,60.61
2018,,High income,77.85
2018,,Low income,48.68
2018,,Lower middle income,56.63
2018,,Upper middle income,62.88
2019,,High income,78.24
2019,,Low income,48.19
2019,,Lower middle income,56.94
2019,,Upper middle income,63.66
2020,,High income,77.76
2020,,Low income,49.76
2020,,Lower middle income,59.18
2020,,Upper middle income,64.77
2021,,High income,82.38
2021,,Low income,55.25
2021,,Lower middle income,63.88
2021,,Upper middle income,69.22
2022,,High income,80.32
2022,,Low income,54.53
2022,,Lower middle income,63.05
2022,,Upper middle income,67.41
2023,,High income,82.0
2023,,Low income,55.14
2023,,Lower middle income,64.18
2023,,Upper middle income,68.43
2024,,High income,80.94
2024,,Low income,56.01
2024,,Lower middle income,64.1
2024,,Upper middle income,69.27
2016,AFG,Afghanistan,39.72625
2017,AFG,Afghanistan,45.08125
2018,AFG,Afghanistan,52.3483333333333
2019,AFG,Afghanistan,51.9295833333333
2020,AFG,Afghanistan,55.56
2021,AFG,Afghanistan,59.1775
2022,AFG,Afghanistan,58.9883333333333
2023,AFG,Afghanistan,56.7495833333333
2024,AFG,Afghanistan,54.38625
2016,AGO,Angola,47.3954166666667
2017,AGO,Angola,48.3595833333333
2018,AGO,Angola,54.5720833333333
2019,AGO,Angola,57.9525
2020,AGO,Angola,59.17
2021,AGO,Angola,56.45625
2022,AGO,Angola,54.9670833333333
2023,AGO,Angola,57.5958333333333
2024,AGO,Angola,58.1520833333333
2016,ALB,Albania,64.905
2017,ALB,Albania,68.6583333333333
2018,ALB,Albania,78.5966666666667
2019,ALB,Albania,76.0429166666667
2020,ALB,Albania,81.3175
2021,ALB,Albania,85.7804166666667
2022,ALB,Albania,84.42625
2023,ALB,Albania,85.0770833333333
2024,ALB,Albania,83.65375
2022,AND,Andorra,40.3679166666667
2023,AND,Andorra,44.7966666666667
2024,AND,Andorra,49.8675
2016,ARE,United Arab Emirates,46.7033333333333
2017,ARE,United Arab Emirates,54.34
2018,ARE,United Arab Emirates,59.26
2019,ARE,United Arab Emirates,57.6725
2020,ARE,United Arab Emirates,66.1741666666667
2021,ARE,United Arab Emirates,75.9666666666667
2022,ARE,United Arab Emirates,75.9225
2023,ARE,United Arab Emirates,77.305
2024,ARE,United Arab Emirates,79.1495833333333
2016,ARG,Argentina,65.4683333333333
2017,ARG,Argentina,69.0958333333333
2018,ARG,Argentina,68.9429166666667
2019,ARG,Argentina,69.4391666666667
2020,ARG,Argentina,72.1175
2021,ARG,Argentina,77.7279166666667
2022,ARG,Argentina,76.4691666666667
2023,ARG,Argentina,79.1854166666667
2024,ARG,Argentina,80.3908333333333
2016,ARM,Armenia,79.7416666666667
2017,ARM,Armenia,82.04625
2018,ARM,Armenia,83.0604166666667
2019,ARM,Armenia,82.2266666666667
2020,ARM,Armenia,82.9383333333333
2021,ARM,Armenia,85.8125
2022,ARM,Armenia,85.0583333333333
2023,ARM,Armenia,83.3645833333333
2024,ARM,Armenia,82.1804166666667
2020,ATG,Antigua and Barbuda,44.4720833333333
2021,ATG,Antigua and Barbuda,50.2375
2022,ATG,Antigua and Barbuda,51.6395833333333
2023,ATG,Antigua and Barbuda,60.3175
2024,ATG,Antigua and Barbuda,63.2108333333333
2016,AUS,Australia,83.4166666666667
2017,AUS,Australia,85.0633333333333
2018,AUS,Australia,84.3641666666667
2019,AUS,Australia,84.2416666666667
2020,AUS,Australia,83.7279166666667
2021,AUS,Australia,87.0045833333333
2022,AUS,Australia,87.82625
2023,AUS,Australia,88.86625
2024,AUS,Australia,88.9708333333333
2016,AUT,Austria,86.3220833333333
2017,AUT,Austria,86.2295833333333
2018,AUT,Austria,87.8383333333334
2019,AUT,Austria,86.7933333333334
2020,AUT,Austria,88.4525
2021,AUT,Austria,90.9641666666667
2022,AUT,Austria,90.1029166666667
2023,AUT,Austria,92.6466666666667
2024,AUT,Austria,89.3479166666667
2016,AZE,Azerbaijan,54.12875
2017,AZE,Azerbaijan,60.705
2018,AZE,Azerbaijan,68.48625
2019,AZE,Azerbaijan,68.47125
2020,AZE,Azerbaijan,70.8670833333333
2021,AZE,Azerbaijan,73.00375
2022,AZE,Azerbaijan,70.7791666666667
2023,AZE,Azerbaijan,66.78625
2024,AZE,Azerbaijan,69.48875
2016,BDI,Burundi,50.465
2017,BDI,Burundi,54.4920833333333
2018,BDI,Burundi,54.8241666666667
2019,BDI,Burundi,51.2433333333333
2020,BDI,Burundi,50.00625
2021,BDI,Burundi,50.1975
2022,BDI,Burundi,46.85625
2023,BDI,Burundi,43.2808333333333
2024,BDI,Burundi,45.2429166666667
2016,BEL,Belgium,74.9525
2017,BEL,Belgium,75.5820833333333
2018,BEL,Belgium,82.1875
2019,BEL,Belgium,82.805
2020,BEL,Belgium,82.2883333333333
2021,BEL,Belgium,87.97125
2022,BEL,Belgium,88.3666666666667
2023,BEL,Belgium,90.1629166666667
2024,BEL,Belgium,87.25875
2016,BEN,Benin,48.4904166666667
2017,BEN,Benin,51.0004166666667
2018,BEN,Benin,52.7995833333334
2019,BEN,Benin,52.3829166666667
2020,BEN,Benin,60.3591666666667
2021,BEN,Benin,67.1979166666667
2022,BEN,Benin,65.7429166666667
2023,BEN,Benin,68.0366666666667
2024,BEN,Benin,71.0275
2016,BFA,Burkina Faso,49.4675
2017,BFA,Burkina Faso,52.9191666666667
2018,BFA,Burkina Faso,54.8533333333333
2019,BFA,Burkina Faso,54.4566666666667
2020,BFA,Burkina Faso,53.6695833333333
2021,BFA,Burkina Faso,70.4295833333333
2022,BFA,Burkina Faso,67.0816666666667
2023,BFA,Burkina Faso,73.9791666666667
2024,BFA,Burkina Faso,76.3679166666667
2016,BGD,Bangladesh,57.1575
2017,BGD,Bangladesh,59.6020833333333
2018,BGD,Bangladesh,59.3608333333333
2019,BGD,Bangladesh,59.2433333333333
2020,BGD,Bangladesh,61.3095833333334
2021,BGD,Bangladesh,69.89625
2022,BGD,Bangladesh,70.3195833333333
2023,BGD,Bangladesh,71.4820833333334
2024,BGD,Bangladesh,71.6383333333333
2016,BGR,Bulgaria,75.01375
2017,BGR,Bulgaria,76.75125
2018,BGR,Bulgaria,82.3383333333333
2019,BGR,Bulgaria,81.9933333333333
2020,BGR,Bulgaria,83.3829166666667
2021,BGR,Bulgaria,87.4795833333333
2022,BGR,Bulgaria,87.1504166666667
2023,BGR,Bulgaria,88.3504166666667
2024,BGR,Bulgaria,83.5541666666667
2016,BHR,Bahrain,42.49875
2017,BHR,Bahrain,44.8083333333333
2018,BHR,Bahrain,50.9575
2019,BHR,Bahrain,50.94
2020,BHR,Bahrain,54.3458333333333
2021,BHR,Bahrain,54.82
2022,BHR,Bahrain,54.9633333333333
2023,BHR,Bahrain,51.5791666666667
2024,BHR,Bahrain,51.96125
2016,BHS,"Bahamas, The",36.7020833333333
2017,BHS,"Bahamas, The",38.7033333333333
2018,BHS,"Bahamas, The",48.9258333333333
2019,BHS,"Bahamas, The",45.4541666666667
2020,BHS,"Bahamas, The",48.4733333333333
2021,BHS,"Bahamas, The",53.1579166666667
2022,BHS,"Bahamas, The",53.2491666666667
2023,BHS,"Bahamas, The",51.7666666666667
2024,BHS,"Bahamas, The",51.2570833333333
2016,BIH,Bosnia and Herzegovina,55.3770833333333
2017,BIH,Bosnia and Herzegovina,55.8620833333333
2018,BIH,Bosnia and Herzegovina,61.56
2019,BIH,Bosnia and Herzegovina,61.5675
2020,BIH,Bosnia and Herzegovina,62.7070833333333
2021,BIH,Bosnia and Herzegovina,70.86
2022,BIH,Bosnia and Herzegovina,68.45375
2023,BIH,Bosnia and Herzegovina,68.77625
2024,BIH,Bosnia and Herzegovina,68.55875
2016,BLR,Belarus,66.4179166666667
2017,BLR,Belarus,66.0933333333333
2018,BLR,Belarus,76.7870833333333
2019,BLR,Belarus,79.80125
2020,BLR,Belarus,83.6495833333333
2021,BLR,Belarus,88.46375
2022,BLR,Belarus,88.4591666666667
2023,BLR,Belarus,79.40125
2024,BLR,Belarus,77.1975
2016,BLZ,Belize,48.0558333333333
2017,BLZ,Belize,51.71125
2018,BLZ,Belize,58.5129166666667
2019,BLZ,Belize,56.7654166666667
2020,BLZ,Belize,56.6970833333333
2021,BLZ,Belize,64.3066666666667
2022,BLZ,Belize,65.8433333333333
2023,BLZ,Belize,66.7883333333333
2024,BLZ,Belize,67.6841666666667
2016,BOL,Bolivia,58.1141666666667
2017,BOL,Bolivia,61.7525
2018,BOL,Bolivia,59.0725
2019,BOL,Bolivia,58.98625
2020,BOL,Bolivia,60.7004166666667
2021,BOL,Bolivia,67.1495833333333
2022,BOL,Bolivia,67.0241666666667
2023,BOL,Bolivia,68.8583333333333
2024,BOL,Bolivia,70.2320833333333
2016,BRA,Brazil,74.2770833333333
2017,BRA,Brazil,74.2466666666667
2018,BRA,Brazil,77.6133333333333
2019,BRA,Brazil,79.2570833333333
2020,BRA,Brazil,79.1708333333333
2021,BRA,Brazil,81.2129166666667
2022,BRA,Brazil,81.0804166666667
2023,BRA,Brazil,80.6391666666667
2024,BRA,Brazil,82.3083333333334
2022,BRB,Barbados,60.69625
2023,BRB,Barbados,62.835
2024,BRB,Barbados,61.7391666666667
2020,BRN,Brunei Darussalam,57.1933333333333
2021,BRN,Brunei Darussalam,61.715
2022,BRN,Brunei Darussalam,60.87
2023,BRN,Brunei Darussalam,63.20625
2024,BRN,Brunei Darussalam,61.4375
2016,BTN,Bhutan,47.4979166666667
2017,BTN,Bhutan,55.185
2018,BTN,Bhutan,53.0754166666667
2019,BTN,Bhutan,51.9879166666667
2020,BTN,Bhutan,51.725
2021,BTN,Bhutan,57.42375
2022,BTN,Bhutan,57.1216666666667
2023,BTN,Bhutan,59.1054166666667
2024,BTN,Bhutan,57.9716666666667
2016,BWA,Botswana,50.59125
2017,BWA,Botswana,57.535
2018,BWA,Botswana,56.8104166666667
2019,BWA,Botswana,58.0091666666667
2020,BWA,Botswana,58.83
2021,BWA,Botswana,60.0416666666667
2022,BWA,Botswana,60.80375
2023,BWA,Botswana,64.62375
2024,BWA,Botswana,64.2108333333333
2022,CAF,Central African Republic,41.6225
2023,CAF,Central African Republic,47.26625
2024,CAF,Central African Republic,46.8416666666667
2016,CAN,Canada,86.2795833333333
2017,CAN,Canada,86.44875
2018,CAN,Canada,86.5708333333333
2019,CAN,Canada,87.4658333333333
